class;maximumDIT;minimumDIT;fileType;;;;
/AnkiDroid/src/com/ichi2/anki/exception/APIVersionException.java;4;4;1;;;;
/AnkiDroid/src/com/ichi2/anki/exception/UnsupportedSyncException.java;4;4;1;;;;
/AnkiDroid/src/com/ichi2/anki/Feedback.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/Feedback.java/Feedback;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Feedback.java/Feedback/initAllAlertDialogs/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Feedback.java/Feedback/mSendListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Feedback.java/Feedback/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Feedback.java/Feedback/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Feedback.java/Feedback/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Feedback.java/Feedback/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/FieldEditText.java;5;5;1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java;1;4;1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/mDownloadDeckListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/MobileAnkiWebview;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/MobileAnkiWebview/ParseSharedDecks;4;4;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/MobileAnkiWebview/ParseSharedDecks/doInBackground/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/mSyncListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/mUpgradeImportListener/;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/mWebUpgradeListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/mWebUpgradeListener//onPostExecute/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/mWebUpgradeListener//onPostExecute/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/mWebUpgradeListener//onPreExecute/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate//onClick/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreate//onClick/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreateDialog/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreateDialog/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/onCreateDialog/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Info.java/Info/upgradeCancelled/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/IntentHandler.java;6;6;1;;;;
/AnkiDroid/src/com/ichi2/anki/Lookup.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/Lookup.java/Lookup;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Lookup.java/Lookup/lookUp/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MetaDB.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard;1;5;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity;1;6;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/EditFieldActivity.java;1;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/EditFieldActivity.java/EditFieldActivity;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/EditFieldActivity.java/EditFieldActivity/createSpareMenu/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/EditFieldActivity.java/EditFieldActivity/createSpareMenu/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/EditFieldActivity.java/EditFieldActivity/createSpareMenu/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/EditFieldActivity.java/EditFieldActivity/createSpareMenu/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/LoadPronounciationActivity.java;2;6;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/LoadPronounciationActivity.java/LoadPronounciationActivity;6;6;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/LoadPronounciationActivity.java/LoadPronounciationActivity/BackgroundPost;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/LoadPronounciationActivity.java/LoadPronounciationActivity/DownloadFileTask;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/LoadPronounciationActivity.java/LoadPronounciationActivity/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/LoadPronounciationActivity.java/LoadPronounciationActivity/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/PickStringDialogFragment.java;1;1;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/SearchImageActivity.java;2;6;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/SearchImageActivity.java/SearchImageActivity;6;6;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/SearchImageActivity.java/SearchImageActivity/BackgroundPost;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/SearchImageActivity.java/SearchImageActivity/DownloadFileTask;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/SearchImageActivity.java/SearchImageActivity/onCreate/;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/SearchImageActivity.java/SearchImageActivity/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/SearchImageActivity.java/SearchImageActivity/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/SearchImageActivity.java/SearchImageActivity/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/TranslationActivity.java;1;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/TranslationActivity.java/TranslationActivity;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/TranslationActivity.java/TranslationActivity/BackgroundPost;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/activity/TranslationActivity.java/TranslationActivity/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java;1;5;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView;5;5;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/OnRecordingFinishEventListener;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/PlayPauseButton;5;5;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/PlayPauseButton/onClickListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/PlayPauseButton/onClickListener//onClick/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/RecordButton;5;5;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/RecordButton/onClickListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/Status;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/StopButton;5;5;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/AudioView.java/AudioView/StopButton/onClickListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/beolingus/parsing;2;2;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/beolingus/parsing/BeolingusParser.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields;1;3;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/AudioField.java;3;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicAudioFieldController.java;2;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicAudioFieldController.java/BasicAudioFieldController;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicAudioFieldController.java/BasicAudioFieldController/createUI/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicControllerFactory.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicImageFieldController.java;2;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicImageFieldController.java/BasicImageFieldController;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicImageFieldController.java/BasicImageFieldController/createUI/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicImageFieldController.java/BasicImageFieldController/createUI/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicTextFieldController.java;2;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicTextFieldController.java/BasicTextFieldController;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicTextFieldController.java/BasicTextFieldController/createClearButton/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicTextFieldController.java/BasicTextFieldController/createCloneButton/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicTextFieldController.java/BasicTextFieldController/createPronounceButton/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicTextFieldController.java/BasicTextFieldController/createSearchImageButton/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicTextFieldController.java/BasicTextFieldController/createTranslateButton/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/BasicTextFieldController.java/BasicTextFieldController/createTranslateButton//onClick/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/EFieldType.java;3;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/FieldBase.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/FieldControllerBase.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/IControllerFactory.java;1;1;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/IField.java;1;1;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/IFieldController.java;1;1;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/ImageField.java;3;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/fields/TextField.java;3;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/glosbe/json;2;2;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/glosbe/json/Meaning.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/glosbe/json/Phrase.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/glosbe/json/Response.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/glosbe/json/Tuc.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/googleimagesearch/json;2;2;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/googleimagesearch/json/Cursor.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/googleimagesearch/json/ImageSearchResponse.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/googleimagesearch/json/Page.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/googleimagesearch/json/ResponseData.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/googleimagesearch/json/Result.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/impl;2;2;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/impl/MultimediaEditableNote.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/impl/NoteFactory.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/IMultimediaEditableNote.java;1;1;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language;2;3;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language/LanguageListerBase.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language/LanguageListerBase.java/LanguageListerBase;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language/LanguageListerBase.java/LanguageListerBase/getLanguages/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language/LanguageListerBeolingus.java;3;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language/LanguagesLister.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language/LanguagesLister.java/LanguagesLister;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language/LanguagesLister.java/LanguagesLister/getLanguages/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/language/LanguagesListerGlosbe.java;3;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/test;2;2;2;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/test/MockNoteFactory.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/test/MockPronounciationPageFetcher.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/multimediacard/test/MockTranslationFetcher.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/initAllAlertDialogs/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/initAllAlertDialogs/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/initAllContentViews/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/initAllContentViews/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/initAllContentViews/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/initAllContentViews/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/initAllContentViews/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/initAllContentViews/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/loginListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/MyAccount.java/MyAccount/registerListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/NavigationDrawerActivity.java;1;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/NavigationDrawerActivity.java/NavigationDrawerActivity;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/NavigationDrawerActivity.java/NavigationDrawerActivity/DrawerItemClickListener;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/NavigationDrawerActivity.java/NavigationDrawerActivity/initNavigationDrawer/;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/NavigationDrawerActivity.java/NavigationDrawerActivity/NavDrawerListAdapter;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java;2;8;1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences;8;8;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences/mDeckOperationHandler/;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences/onCreate/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences/onCreate//onPreferenceChange/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences/onCreate//onPreferenceChange/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences/onCreateDialog/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Preferences.java/Preferences/onCreateDialog/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/Previewer.java;4;4;1;;;;
/AnkiDroid/src/com/ichi2/anki/ReadText.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/ReadText.java/ReadText;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/ReadText.java/ReadText/initializeTts/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/ReadText.java/ReadText/textToSpeech/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/receiver;3;3;2;;;;
/AnkiDroid/src/com/ichi2/anki/receiver/SdCardReceiver.java;3;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/reviewer;1;2;2;;;;
/AnkiDroid/src/com/ichi2/anki/Reviewer.java;4;4;1;;;;
/AnkiDroid/src/com/ichi2/anki/reviewer/CustomFontsReviewerExt.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/reviewer/ReviewerExt.java;1;1;1;;;;
/AnkiDroid/src/com/ichi2/anki/reviewer/ReviewerExtRegistry.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/reviewer/WhiteboardListener.java;1;1;1;;;;
/AnkiDroid/src/com/ichi2/anki/runtimetools;2;2;2;;;;
/AnkiDroid/src/com/ichi2/anki/runtimetools/TaskOperations.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/servicelayer;2;2;2;;;;
/AnkiDroid/src/com/ichi2/anki/servicelayer/NoteService.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/services;5;5;2;;;;
/AnkiDroid/src/com/ichi2/anki/services/NotificationService.java;5;5;1;;;;
/AnkiDroid/src/com/ichi2/anki/SharedDeckDownload.java;2;5;1;;;;
/AnkiDroid/src/com/ichi2/anki/SharedDeckDownload.java/SharedDeckDownload;5;5;-1;;;;
/AnkiDroid/src/com/ichi2/anki/SharedDeckDownload.java/SharedDeckDownload/CREATOR/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats;1;3;2;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsActivity.java;1;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsActivity.java/AnkiStatsActivity;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsActivity.java/AnkiStatsActivity/ChartFragment;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsActivity.java/AnkiStatsActivity/onCreate/;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsActivity.java/AnkiStatsActivity/OverviewStatisticsFragment;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsActivity.java/AnkiStatsActivity/SectionsPagerAdapter;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsActivity.java/AnkiStatsActivity/StatisticFragment;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsTaskHandler.java;2;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsTaskHandler.java/AnkiStatsTaskHandler;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsTaskHandler.java/AnkiStatsTaskHandler/CreateChartTask;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsTaskHandler.java/AnkiStatsTaskHandler/CreateFirstStatisticChooserTask;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsTaskHandler.java/AnkiStatsTaskHandler/CreateSmallDueChart;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsTaskHandler.java/AnkiStatsTaskHandler/CreateSmallTodayOverview;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/AnkiStatsTaskHandler.java/AnkiStatsTaskHandler/CreateStatisticsOverview;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/ChartBuilder.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/ChartView.java;3;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/stats/InfoStatsBuilder.java;2;2;1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsActivity.java;2;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsActivity.java/StudyOptionsActivity;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsActivity.java/StudyOptionsActivity/registerExternalStorageListener/;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsActivity.java/StudyOptionsActivity/registerExternalStorageListener//onReceive/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java;1;3;1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment;1;1;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/createFilteredDeck/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/mButtonClickListener/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/mRebuildCustomStudyListener/;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/mUpdateValuesFromDeckListener/;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/mUpdateValuesFromDeckListener//onPostExecute/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/mUpdateValuesFromDeckListener//onPostExecute//run/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/MyGestureDetector;3;3;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/onCollectionLoaded/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/onCreateDialog/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/onPrepareDialog/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/onPrepareDialog/;2;2;-1;;;;
/AnkiDroid/src/com/ichi2/anki/StudyOptionsFragment.java/StudyOptionsFragment/onPrepareDialog/;2;2;-1;;;;
